OBJECTID,FOLIOID,BLDGNO,LASTMODIFIED,WHOMODIFIED,BuildingKey,BuildingNo,ImpCode,ImpCodeDesc,model,ModelDesc,LocationNo,LocationStreet,ApprDate,Appraiser,stories,bedrooms,bathrooms,ExtWall1,ExtWall2,RoofStruct,RoofCover,IntWall1,IntWall2,Floor1,Floor2,HeatType,HeatFuel,ACType,PctCond,Quality,BaseArea,ActualArea,EffectiveArea,ActualYearBuilt,EffectiveYearBuilt,FunctionalObs,EconomicObs,SpecialCondCode,SOH,StructuralIndex,DepreciationFactor,BaseRate,AdjBaseRate,NbhdRate,ReplacementCost,DepreciatedValue,OverrideValue,notes,createdDate,createdUser,ApprNum,ApprName,BathIndex,NbhdFactor,BuilderModel,DRApprDate,DRAppraiser,DRPhotoDate,SHAPE_Length,SHAPE_Area
3127,10254503,4,11/6/2015 16:53,hoskissonb,141102,4,90,School,9,Educational/Recreational,3800,SCHOOLHOUSE RD E,6/10/2009 9:24,102,1,0,0,17,0,9,3,5,0,14,0,4,4,4,0,3,0,8224,6320,1991,1991,0,0,  ,N,1.15,0.63,187.4499969,215.57,92.7,585864,369094,0,DRWE BAS FP(2) 8-12-99 CJK** 2003-99 UPDATE KN N/C *2006-03 UPDT PM N/C* *09 UPDATE AS N/C*,1/1/2019 20:03,GillilandR,102,Albert Serio,0,0.43,0,5/18/2015,105 Susanne Habermehl,1/8/2015,601.9571241,8447.857861
3128,10254503,5,11/6/2015 16:54,hoskissonb,141103,5,90,School,9,Educational/Recreational,3800,SCHOOLHOUSE RD E,6/10/2009 9:25,102,1,0,0,17,0,9,3,5,0,14,0,4,4,4,0,3,0,14521,12012,1991,1991,0,0,  ,N,1.13,0.63,187.4499969,211.82,91.08,1094053,689253,0,99 REVIEW KM BLDG E**DREW BAS FOP 8-12-99 CJK** 2003-99 UPDATE KN N/C *2006-03 UPDT PM N/C* *09 UPDATE AS N/C*,1/1/2019 20:03,GillilandR,102,Albert Serio,0,0.43,0,5/18/2015,105 Susanne Habermehl,1/8/2015,676.0000158,14520.99617
3129,10254503,6,11/6/2015 16:54,hoskissonb,141104,6,90,School,9,Educational/Recreational,3800,SCHOOLHOUSE RD E,6/10/2009 9:25,102,1,0,0,17,0,9,3,5,0,14,0,4,4,4,0,3,0,6882,5040,1991,1991,0,0,  ,N,1.35,0.63,187.4499969,253.06,108.82,548453,345525,0,99 REVIEW KM BLDG F**DREW BAS FOP 8-12-99 CJK** 2003-99 UPDATE KN N/C *2006-03 UPDT PM N/C* *09 UPDATE AS N/C*,1/1/2019 20:03,GillilandR,102,Albert Serio,0,0.43,0,5/18/2015,105 Susanne Habermehl,1/8/2015,333.989965,6881.596106
3130,10254503,7,11/6/2015 16:54,hoskissonb,141105,7,90,School,9,Educational/Recreational,3800,SCHOOLHOUSE RD E,6/10/2009 9:26,102,1,0,0,17,20,9,3,5,0,14,0,4,4,4,0,3,0,17730,15320,1991,1991,0,0,  ,N,1.14,0.63,187.4499969,213.69,91.89,1407755,886886,0,99 REVIEW KM BLDG G**DREW BAS FOP (2) 8-12-99 CJK** 2003-99 UPDATE KN N/C *2006-03 UPDT PM N/C* *09 UPDATE AS N/C*,1/1/2019 20:03,GillilandR,102,Albert Serio,0,0.43,0,5/18/2015,105 Susanne Habermehl,1/8/2015,635.999978,17730.00154
3131,10254503,8,11/6/2015 16:55,hoskissonb,141106,8,90,School,9,Educational/Recreational,3800,SCHOOLHOUSE RD E,6/10/2009 9:26,102,1,0,0,17,20,9,3,5,0,14,0,4,4,4,0,3,0,9076,7681,1991,1991,0,0,  ,N,1.1799999,0.63,187.4499969,221.19,95.11,730540,460240,0,99 REVIEW KM BLDG H**DREW BAS FOP (2) 8-12-99 CJK** 2003-99 UPDATE KN N/C *2006-03 UPDT PM N/C* *09 UPDATE AS N/C*,1/1/2019 20:03,GillilandR,102,Albert Serio,0,0.43,0,5/18/2015,105 Susanne Habermehl,1/8/2015,555.9998956,9075.99656
3132,10254503,9,11/6/2015 16:55,hoskissonb,141107,9,90,School,9,Educational/Recreational,3800,SCHOOLHOUSE RD E,6/10/2009 9:26,102,1,0,0,17,20,9,3,5,0,14,0,4,4,4,0,3,0,8940,7619,1991,1991,0,0,  ,N,1.17,0.63,187.4499969,219.32,94.31,718548,452685,0,99 REVIEW KM BDLG I**DREW BAS FOP (2) 8-12-99 CJK** 2003-99 UPDATE KN N/C *2006-03 UPDT PM N/C* *09 UPDATE AS N/C*,1/1/2019 20:03,GillilandR,102,Albert Serio,0,0.43,0,5/18/2015,105 Susanne Habermehl,1/8/2015,521.9997963,8939.997243
3133,10254503,10,11/6/2015 16:55,hoskissonb,141108,10,90,School,9,Educational/Recreational,3800,SCHOOLHOUSE RD E,6/10/2009 9:27,102,1,0,0,17,0,4,3,5,0,3,0,1,1,1,0,3,0,2400,1020,1991,1991,0,0,  ,N,1.39,0.63,187.4499969,260.56,112.04,114281,71997,0,PHYSICAL EDUCATION  BLDG**DREW BAS FOP 8-12-99 CJK** 2003-99 UPDATE KN N/C *2006-03 UPDT PM N/C* *09 UPDATE AS N/C*,1/1/2019 20:03,GillilandR,102,Albert Serio,0,0.43,0,5/18/2015,105 Susanne Habermehl,1/8/2015,199.9998818,2399.999343
3134,10254503,11,11/6/2015 16:56,hoskissonb,141109,11,84,Warehouse - CB/Brick,6,Warehouse/Industrial,3800,SCHOOLHOUSE RD E,6/10/2009 9:27,102,1,0,0,17,0,9,4,1,0,3,0,1,1,1,0,3,0,629,629,1991,1991,0,0,  ,N,1.13,0.63,53.6899986,60.67,48.54,30532,19235,0,99 REVIEW KM ADD BLDG**DREW BAS 8-12-99 CJK** 2003-99 UPDATE KN N/C (2006-03 UPDT PM N/C* *09 UPDATE AS N/C*,1/1/2019 20:03,GillilandR,102,Albert Serio,1,0.8,0,5/18/2015,105 Susanne Habermehl,1/8/2015,108.0001983,629.0018637
3135,10254503,12,11/6/2015 16:56,hoskissonb,141110,12,82,Warehouse - Metal/Frame,6,Warehouse/Industrial,3800,SCHOOLHOUSE RD E,6/10/2009 9:27,102,1,0,0,25,0,9,12,1,0,3,0,1,1,1,0,3,0,2304,1386,1991,1991,0,0,  ,N,1.5,0.6,33.8600006,50.79,50.79,70395,42237,0,99 REVIEW KM ADD BLDG**DREW BAS FOP 8-12-99 CJK** 2003-99 UPDATE KN N/C *2006-03 UPDT PM N/C* *09 UPDATE AS N/C*,1/1/2017 15:07,GillilandR,102,Albert Serio,1,1,0,5/18/2015,105 Susanne Habermehl,1/8/2015,199.9998879,2303.998669
3136,10254503,13,11/6/2015 16:56,hoskissonb,141111,13,90,School,9,Educational/Recreational,3800,SCHOOLHOUSE RD E,6/10/2009 9:28,102,1,0,0,26,0,1,1,2,0,14,0,4,4,3,0,2,0,6520,6520,1990,1990,0,0,  ,N,0.88,0.62,187.4499969,164.96,70.93,462464,286728,0,*2006-03 UPDT PM ADD 7 PORTABLE CLASSROOMS* *09 UPDATE AS N/C*,1/1/2019 20:03,GillilandR,102,Albert Serio,0,0.43,0,5/18/2015,105 Susanne Habermehl,1/8/2015,903.9368322,6519.067951
3137,10254507,1,11/6/2015 16:57,hoskissonb,141112,1,90,School,9,Educational/Recreational,,3760 W SCHOOLHOUSE R,7/14/2016 12:31,88,1,0,0,17,0,4,3,5,0,14,0,4,4,3,0,3,0,10821,8166,1992,1993,0,0,  ,N,1.1799999,0.65,187.4499969,221.19,95.11,776668,504834,0,*LEE PACE CENTER FOR GIRLS*   *RTRV BAS 4/29/99 MJO**  **99 REVIEW KM RETRAV BAS ADD PTO DEL PVMT C** 2003-99 UPDATE KN BA 25/34 RMS 18/16 ADD UOP *2006-03 UPDT PM N/C*8 *09 UPDATE AS N/C* DESKTP RVW 7/2/2014 HABERMEHLS,1/1/2019 20:03,GillilandR,88,John Heaphy,0,0.43,0,7/2/2014,105 Susanne Habermehl,2/17/2014,565.2142094,10820.05568
3138,10254508,1,5/18/2015 13:41,habermehls,141113,1,96,Fire Station,5,OFFICE/MEDICAL,3600,VERONICA S SHOEMAKER,4/15/2008 0:00,102,1,0,0,17,0,4,12,5,0,11,0,4,4,3,0,5,0,16050,11764,2007,2007,0,0,  ,N,1.8200001,0.79,128.1600037,233.25,233.25,2743953,2167723,0,TRAIL HEAD FIRE STATION-LINEAR PARK ON SAME PROPERTY AS FIRE STATION NOT PREVIOUSLY PICKED UP DESKTP RVW 5/18/2015 HABERMEHLS,1/1/2019 20:03,GillilandR,102,Albert Serio,0,1,0,5/18/2015,105 Susanne Habermehl,1/7/2015,608.0422442,14284.78775
3139,10254544,1,7/25/2013 11:49,hoskissonb,141145,1,57,Restaurant - Fast Food,4,commercial,,,8/2/2017 10:26,82,1,0,0,17,0,9,4,5,0,11,0,4,4,4,0,4,0,5030,3789,2003,2003,0,0,  ,N,1.3099999,0.69,155.5599976,203.78,163.02,617683,426201,0,DAIRY QUEEN GRILL & CHILL** ,1/1/2019 20:03,GillilandR,82,Pete Mayher,0,0.8,0,8/25/2008,102 Albert Serio,1/9/2008,325.4160422,5029.733188
3140,10254550,1,11/9/2015 8:32,hoskissonb,141146,1,47,Hotel/Motel - High Rise,7,Apt/Hotel/Clubs,4400,FORD ST,8/19/2016 11:15,82,4,0,316,17,0,13,4,8,0,14,0,4,4,3,0,4,0,46587,45937,1990,1994,0,0,  ,N,1.15,0.6,118.5699997,136.36,136.36,6263969,3758381,0,"*BEST WESTERN PLUS* 104 RENTABLE RMS (90 REG. RMS, 14 SUITES)  RCS90JD16017RCC90BM25094 BP8903425 $2000000   (105 ROOMS) BEST WESTERN INN OF FT MYERS  98 UPDATE GV N/C ** FSP/FCP 8/20/98.  2001 SALE REVW KM RMS 111/28 SHED FR FNC AL6 WALL DC FST/FOP INC FCP *04-01 UPDT KN ROLL/T&G* 63% - OCCP* DESKTP RVW 1/4/2013 MAYHERP *2013 QC REVIEW FJ CORR. SUBAREAS, STR. ELEMENTS & XFS*",1/1/2019 20:03,GillilandR,82,Pete Mayher,0,1,0,1/4/2013,82 Pete Mayher,1/14/2012,648.54865,13148.9356
3141,10254551,1,2/14/2018 16:47,hoskissonb,141147,1,49,Offices - Low Rise,5,OFFICE/MEDICAL,4457,KERNEL CIR,2/14/2018 10:54,82,2,2,0,16,17,4,3,5,0,14,0,4,4,3,0,3,0,3081,2409,1997,1998,0,0,  ,N,1.26,0.7,109.3499985,137.78,92.31,222375,155663,0,PREVIOUS U-HAUL STORAGE OFFICE W/MANAGERS APT-BLDG VACANT NOT BEING USED,1/1/2019 20:03,GillilandR,82,Pete Mayher,0,0.67,0,5/10/2017,105 Susanne Habermehl,2/10/2017,185.999784,1802.812073
3142,10254551,2,2/14/2018 16:47,hoskissonb,141148,2,49,Offices - Low Rise,5,OFFICE/MEDICAL,4457,KERNEL CIR,2/14/2018 10:54,82,1,0,0,17,0,4,3,1,0,3,0,4,4,3,0,3,0,4800,3840,1997,1998,0,0,  ,N,1.01,0.7,109.3499985,110.44,73.99,284122,198885,0,U-HAUL TRUCK RENTAL & STORAGE OFFICE W/MAINTENANCE SHOP(NO LEASABLE SPACE),1/1/2019 20:03,GillilandR,82,Pete Mayher,0,0.67,0,5/10/2017,105 Susanne Habermehl,2/10/2017,280.0000029,4799.999483
3143,10254551,3,5/10/2017 11:47,habermehls,141149,3,83,Personal Storage Facilities,6,Warehouse/Industrial,4457,KERNEL CIR,2/14/2018 10:34,82,1,0,0,17,0,10,12,1,0,3,0,4,4,3,0,3,0,20150,18725,1997,1997,0,0,  ,N,1.14,0.69,28.5100002,32.5,32.5,608563,419908,0,BLDG #1   98 BPMT RL BP#/VALUE UNK  99 REVIEW KM CA WALL HT 12/10 RMS 40  99 REVIEW PB SPKLR DOOR HC  COMM HVAC 0/1 2003-99 UPDATE KN N/C *2006-03 UPDT PM PT BAS/SFB=NON A/C* *09 UPDATE AS N/C* DESKTP RVW 1/4/2013 MAYHERP,1/1/2019 20:03,GillilandR,82,Pete Mayher,1,1,0,5/10/2017,105 Susanne Habermehl,2/10/2017,749.9910409,20149.72197
3144,10254551,4,5/10/2017 11:47,habermehls,141150,4,83,Personal Storage Facilities,6,Warehouse/Industrial,4457,KERNEL CIR,2/14/2018 10:34,82,1,0,0,17,0,10,12,1,0,3,0,4,4,3,0,3,0,24500,22913,1997,1997,0,0,  ,N,1.12,0.69,28.5100002,31.93,31.93,731612,504812,0,BLDG #2   98 BPMT RL BP #/VALUE UNK  99 REVIEW KM CAN WALL HT 12/10 OHDOR S 41/37  99 REVIEW PB DOOR HC SPKLR COM HVAC 0/1 2003-99 UPDATE KN N/C *2006-03 UPDT PM PT BAS/SFB=NON A/C* *09 UPDATE AS N/C* DESKTP RVW 1/4/2013 MAYHERP,1/1/2019 20:03,GillilandR,82,Pete Mayher,1,1,0,5/10/2017,105 Susanne Habermehl,2/10/2017,839.9891208,24499.20581
3145,10254551,5,5/10/2017 11:48,habermehls,141151,5,83,Personal Storage Facilities,6,Warehouse/Industrial,4457,KERNEL CIR,2/14/2018 10:34,82,1,0,0,17,0,10,12,1,0,3,0,1,1,1,0,3,0,3000,3000,1997,1997,0,0,  ,N,1.21,0.69,28.5100002,34.5,34.5,103500,71415,0,BLDG #3   98 BPMT RL BP #/VALUE UNK   99 REVIEW KM WALL HT 12/10 RMS 9  99 REVIEW PB SPKLR 2003-99 UPDATE KN N/C *2006-03 UPDT PM N/C* *09 UPDATE AS N/C* DESKTP RVW 1/4/2013 MAYHERP,1/1/2019 20:03,GillilandR,82,Pete Mayher,1,1,0,5/10/2017,105 Susanne Habermehl,2/10/2017,260.0000002,3000.000006
3146,10254551,6,5/10/2017 11:48,habermehls,141152,6,83,Personal Storage Facilities,6,Warehouse/Industrial,4457,KERNEL CIR,2/14/2018 10:34,82,1,0,0,17,0,10,12,1,0,3,0,4,4,3,0,3,0,20800,19125,1997,1997,0,0,  ,N,1.14,0.69,28.5100002,32.5,32.5,621563,428878,0,BLDG # 5  98 BPMT RL BP #/VALUE UNK **MIRRORED STRUCT 3-17-99 CJK**  99 REVIEW KM CA WALL HT 12/10 RMS 48 OHDOR L/S DEL OHDOR M 99 REVIEW PB DOOR HC SPKLR COMM HVAC 0/1 2003-99 UPDATE KN NC *2006-03 UPDT PM PT BAS/SFB=NON A/C* *09 UPDATE AS N/C* DESKTP RVW 1/4/2013 MAYHERP,1/1/2019 20:03,GillilandR,82,Pete Mayher,1,1,0,5/10/2017,105 Susanne Habermehl,2/10/2017,679.99181,20799.8394
3147,10254551,7,5/10/2017 11:48,habermehls,141153,7,83,Personal Storage Facilities,6,Warehouse/Industrial,4457,KERNEL CIR,2/14/2018 10:34,82,1,0,0,17,0,10,12,1,0,3,0,1,1,1,0,3,0,13500,13500,1998,1998,0,0,  ,N,1.05,0.7,28.5100002,29.94,29.94,404190,282933,0,BLDG #4  ADDED CARD 7 MJO**DEC BAS 3-17-99 CJK**  99 BPMT KM ADD BLDG #4  99 REVIEW PB RETRAV BLDG INC BAS RMS 0/55 OHDOR L OHDOR S 32/37 INC SPKLR 2003-99 UPDATE KN N/C *2006-03 UPDT PM N/C* *09 UPDATE AS N/C* DESKTP RVW 1/4/2013 MAYHERP,1/1/2019 20:03,GillilandR,82,Pete Mayher,1,1,0,5/10/2017,105 Susanne Habermehl,2/10/2017,640.0000006,13500.00002
3148,10254556,1,11/9/2015 8:33,hoskissonb,141154,1,54,Adult Living/Nursing Home,5,OFFICE/MEDICAL,3250,WINKLER AV EXT,8/6/2010 12:33,82,1,0,0,17,0,9,4,5,5,14,7,4,4,4,0,4,0,55930,54101,1995,1997,0,0,  ,N,1.25,0.69,119.9700012,149.96,149.96,8112986,5597960,0,*HILLHAVEN NURSING*  FAC  (120 BEDS 58 SEMI PRIVATE RMS + 6 PRIVATE RMS - 64TOTALS RMS) 9302108 $3800000  3250 WINKLER AV*RETRAV BAS FOP/FSP (6) FOP/UEP (1) PT OF  FCP/FOP PT OF FOP/FSP*  99-96 UPDATE KM CBS/WFS CA/ROOF TOP DECK FENCE A DEL LBG+UOP+PTO INC BAS+FOP DEC FSP+FCP UEP 2003-99 UPDATE KN  PT OF BAS/LBA ** MODIFY LBA & BAS PER FIELD INSPECTION  AFK 12/09/05. *2006-03 UPDT PM WFS/CBS PT BAS/LBA* *09 UPDATE AS N/C*2010' BPMT PM--FNC AL DESKTP RVW 8/5/2015 HABERMEHLS,1/1/2019 20:03,GillilandR,82,Pete Mayher,0,1,0,8/5/2015,105 Susanne Habermehl,1/7/2015,2052.174626,55910.94517
3149,10254559,1,5/10/2017 11:51,habermehls,141156,1,56,Restaurant,4,commercial,,4451 PALMETTO,10/29/2009 13:31,102,1,0,0,6,0,4,4,6,0,12,0,4,4,4,0,3,0,9484,8510,1994,1994,0,0,  ,N,0.9,0.6,196.2200012,176.6,63.58,541066,324640,0,*ALLI GATORS FLORIDA GRILL & BAR*  MAX MCKITRICKS (FKA R J GATORS)  **99 REVIEW KM N/C** 2003-99 UPDATE KN CAN CHLK 5 RMS 6/7 *2006-03 UPDT PM N/C*  *08 BPMT AS ADD SFB+PTO* DESKTP RVW 1/4/2013 MAYHERP DESKTP RVW 5/10/2017 HABERMEHLS,1/1/2019 20:03,GillilandR,102,Albert Serio,0,0.36,0,5/10/2017,105 Susanne Habermehl,2/4/2017,458.0003103,9484.007497
3150,10254560,1,1/26/2016 9:25,hoskissonb,141157,1,119,Car Wash Drive Thru,6,Warehouse/Industrial,4410,EXECUTIVE CIR,5/19/2015 14:12,82,1,0,1,17,0,4,3,1,0,3,0,1,1,1,0,3,0,2790,2790,2006,2006,0,0,  ,N,1.01,0.78,73.5999985,74.34,74.34,207409,161779,0,*COLONIAL CAR WASH---CARPRTU=FABRIC AWNINGS*2015'SALE-DRIVE THRU CRAWASH,1/1/2019 20:03,GillilandR,82,Pete Mayher,2,1,0,1/4/2013,82 Pete Mayher,1/14/2012,241.9999269,2789.998803
3151,10254569,1,9/12/2016 11:40,habermehls,141158,1,49,Offices - Low Rise,5,OFFICE/MEDICAL,,,9/1/2011 8:38,82,1,0,0,17,0,9,4,5,0,7,14,4,4,4,0,4,0,60359,58733,1999,2000,0,0,  ,N,1.12,0.72,109.3499985,122.47,122.47,7193031,5178982,0,"*VAB#2009-2983* *VAB#2008-2785*  *COMMUNITY CAREER & SERVICE CENTER OF F.M.*  PERMIT #98060002 12-22-99 CJK**  2000 BPMT KM BP98060002 $2,500,000 2003-00 UPDATE KN CHLK 6 03 VAB PM CER/MIN *2006-03 UPDT PM N/C* *06 VAB#450 AS N/C*  *07 VAB#2198 AS N/C 10-15-2007*  *08 VAB#2008-2785 AS N/C* *09 VAB#2009-2983 AS N/C*2010'SALE PM-SEE PHOTOS DESKTP RVW 8/30/2011 MAYHERP*2011'VAB N/C-APPROX 75% OCCP-ALL NON-PROFIT DESKTP RVW 9/12/2016 HABERMEHLS",1/1/2019 20:03,GillilandR,82,Pete Mayher,0,1,0,9/12/2016,105 Susanne Habermehl,1/13/2016,1120.357514,60373.09704
3152,10254571,1,11/9/2015 8:33,hoskissonb,141159,1,82,Warehouse - Metal/Frame,6,Warehouse/Industrial,ACCESS,UNDETERMINED,11/28/2011 11:55,82,1,0,1,25,0,10,12,7,0,3,0,0,0,0,0,3,0,45814,41126,2005,2005,0,0,  ,N,1.48,0.74,33.8600006,50.11,24.55,1009643,747136,0,"*FERGUSON ENTERPRISES INC* *06 BPMT AS NO BLDG PERMITS* *2006 PETITION REVIEW (#60) FJ CORR.SUBAREAS, STR.ELEMENTS & XFS* *09 BPMT AS N/C*09' TRIM PM--N/C*2011'BPMT N/C-STILL VACANT DESKTP RVW 8/21/2014 HABERMEHLS",1/1/2019 20:03,GillilandR,82,Pete Mayher,2,0.49,0,8/21/2014,105 Susanne Habermehl,2/14/2014,931.9540188,45813.3637
3153,10254571,2,11/9/2015 8:33,hoskissonb,141160,2,49,Offices - Low Rise,5,OFFICE/MEDICAL,ACCESS,UNDETERMINED,8/27/2009 0:00,82,1,0,0,17,0,10,12,5,0,11,14,4,4,3,0,3,0,9722,9521,2005,2005,0,0,  ,N,1.25,0.77,109.3499985,136.69,68.35,650760,501085,0,*FERGUSON ENTERPRISES INC* *06 BPMT AS NO BLDG PERMITS* *2006 PETITION REVIEW FJ FX 12/16* *09 BPMT AS N/C*09' TRIM PM N/C DESKTP RVW 8/21/2014 HABERMEHLS,1/1/2019 20:03,GillilandR,82,Pete Mayher,0,0.5,0,8/21/2014,105 Susanne Habermehl,2/14/2014,492.0001815,9722.006483
3154,10254572,1,3/15/2013 15:38,mccarthyk,141161,1,50,Offices - High Rise,5,OFFICE/MEDICAL,4211,METRO PKWY,12/6/2017 9:25,82,3,0,0,22,28,13,12,5,0,14,0,4,4,3,0,4,0,69645,69145,1994,1994,0,0,  ,N,1.39,0.66,136.5,189.74,189.74,13119572,8658918,0,*GE CLIENT SERVICES + XEROX TENANTS OCCUPY 1ST & 2ND FLOOR-LMHS  OCCUPIES 3RD FLOOR,1/1/2019 20:03,GillilandR,82,Pete Mayher,0,1,0,,0 Unknown or uninspected,,655.9830496,23215.00614
3155,10254573,1,5/10/2017 11:53,habermehls,141162,1,50,Offices - High Rise,5,OFFICE/MEDICAL,4415,METRO PKWY,2/3/2012 13:29,82,4,0,0,22,28,13,4,5,8,14,0,4,4,4,0,4,0,63714,62265,1985,1985,0,0,  ,N,1.53,0.6,136.5,208.85,208.85,13004045,7802427,0,"*VAB#2008-3908*  RCS85JS5143 BP8503 $18000 00 BP8800751 8801202 METRO EXECUTIVE CENTER   SUNTRUST BANK IS MAJOR TENANT  98 UPDATE GV CA/ROOF-TOP RETRAV**BAS/FUS(5) 6-25-98 CJK** 99 BPMT KM WALL DC SLAB DEL VAULT 2002 BPMT PM DEC SPKLR *04 SALE PM N/C (APPEARS FULL)* *2006 BPMT PM N/C*  *08 BPMT AS N/C* *08 VAB#2008-3908 AS N/C* *10 BPMT AS N/C TOOK NEW PHOTO OF CURRENT TENANTS 90% OCCP PER BLDG SUPER*2010""""VAB PM-WORKED 1ST OF YEAR*2011'SALE N/C-CAN'T TELL OCCP--AT LEAST 50% DESKTP RVW 5/10/2017 HABERMEHLS",5/10/2017 11:53,HabermehlS,82,Pete Mayher,0,1,0,5/10/2017,105 Susanne Habermehl,2/4/2017,595.9832614,17063.83686
3156,10254574,1,11/21/2014 8:42,hoskissonb,141163,1,50,Offices - High Rise,5,OFFICE/MEDICAL,4315,METRO PKWY,9/30/2014 14:50,82,5,0,0,22,28,13,4,5,8,14,0,4,4,4,0,4,0,31738,31444,1986,1986,0,0,  ,N,1.55,0.6,136.5,211.58,211.58,6652922,3991753,0,MULTI-TENANT HIGH RISE OFFICE*2010'SALE PM-GOOD OCCP-APPROX 90%+*2012'VAB N/C- HIGH OCCP*2014'VAB-HIGH OCCP*2016'SALE N/C,2/13/2017 15:44,MayherP,82,Pete Mayher,0,1,0,,0 Unknown or uninspected,,500.6563928,15868.29564
3157,10254575,1,3/15/2013 15:39,mccarthyk,141164,1,47,Hotel/Motel - High Rise,7,Apt/Hotel/Clubs,4455,METRO PKWY,12/6/2017 9:22,82,3,0,458,16,0,4,3,5,0,14,0,4,4,3,0,4,0,95980,88636,1988,1996,0,0,  ,N,0.84,0.62,118.5699997,99.6,99.6,8828146,5473451,0,*MARRIOTT COURTYARD* 149 TOTAL RENTABLE ROOMS (137 SINGLE RMS & 12 2-RM SUITES) *2017'SALE-INCLUDES BUSINESS,1/1/2019 20:03,GillilandR,82,Pete Mayher,0,1,0,,0 Unknown or uninspected,,1390.813772,54966.57346
3158,10254577,1,3/10/2016 16:32,hoskissonb,141165,1,73,Utilities,6,Warehouse/Industrial,,3000 WINKLER AVE,10/15/2007 0:00,102,1,0,0,17,0,12,4,1,0,3,0,1,1,1,0,3,0,532,532,1986,1986,0,0,  ,N,1.08,0.6,122.1200027,131.89,32.97,17540,10524,0,*FP&L*  BP-126555358 RCS86JS 5358 #597 STATION FPL WINKLER SUBSTATION  **99D REVIEW KM IMP 67/73 MODEL 6/4** 2003-99 UPDATE KN N/C *2006-03 UPDT PM N/C*  *07 VAB#2231 AS NO ACCESS* DESKTP RVW 11/2/2011 MAYHERP DESKTP RVW 3/10/2016 HABERMEHLS,1/1/2017 15:07,GillilandR,102,Albert Serio,1,0.25,0,3/10/2016,105 Susanne Habermehl,1/8/2015,94.00000519,532.000108
3159,10254580,1,3/22/2018 12:08,habermehls,141166,1,56,Restaurant,4,commercial,0,KERNEL CIR,1/31/2013 14:12,82,1,0,0,16,0,4,4,8,0,11,12,4,4,4,0,3,0,11602,9001,1997,1997,0,0,  ,N,0.93,0.63,196.2200012,182.48,65.69,591276,372504,0,"*VAB# 2008-2035*  *FT MYERS ALE HOUSE**  98 RL BP + VALUE ( NOT AVAIL.) BP 97-080315 $1,100,000 - FORT MYERS ALE HOUSE  2001 VAB REVIEW PM FST+DTA+AOF/BAS HWD WALL HT 12/14 INC BLK TOP SPKLR SHED MT ADD CANS 2003 VAB KN PVMT CP RMS 4/3 INC CHLK8 DEC BLK TOP 2003 PETITION REVIEW. CORR STR. ELEMENTS & XFS *2006-03 UPDT PM N/C*  *08 BPMT AS ADD CHLK6* *08 VAB#2008-2035 AS N/C**PERMIT #BLD 2012-01750 PATIO ADDITION, WALL REMOVED BETWEEN RESTAURANT & ADDN 1/23/2013 KLM=SFB + FPLC + FNC AL4 DESKTP RVW 3/22/2018 HABERMEHLS",1/1/2019 20:03,GillilandR,82,Pete Mayher,0,0.36,0,3/22/2018,105 Susanne Habermehl,1/6/2018,502.5172679,11602.8513
3160,10254590,1,3/22/2018 12:05,habermehls,141168,1,49,Offices - Low Rise,5,OFFICE/MEDICAL,,2851 COLONIAL BLVD,5/23/2013 0:00,82,1,0,0,4,0,10,4,5,0,15,0,4,4,4,0,3,0,6284,912,1988,1988,0,0,  ,N,1.46,0.6,109.3499985,159.65,106.97,97557,58534,0,GRANT AUTO SALES F.K.A.  MOBIL MART  **99 REVIEW KM DEL EXT WALL CONC ADD SLAB** 2001-99 UPDATE PM N/C *04-01 UPDT KN CANOPY/CDN* *2006 SALE PM N/C (VACANT & BOARDED UP)*07' SALE RV PM--PROPERTY REMODELED & REOPENED  *07 SALE AS NOW OPENED AS A CHEVRON CONVENIENCE STORE* DESKTP RVW 11/2/2011 MAYHERP*2013' PROPERTY CONVERTED TO AUTO SALES DESKTP RVW 3/22/2018 HABERMEHLS,1/1/2019 20:03,GillilandR,82,Pete Mayher,0,0.67,0,3/22/2018,105 Susanne Habermehl,1/6/2018,439.980444,6043.682183
3161,10254591,1,9/12/2016 11:45,habermehls,141170,1,62,Bank,5,OFFICE/MEDICAL,,2915 COLONIAL BLVD,9/7/2011 0:00,73,2,0,0,19,0,9,4,8,0,14,0,4,4,4,0,4,0,17944,21236,1986,1986,0,0,  ,N,1.58,0.6,148.9700012,235.37,235.37,4998317,2998990,0,"*VAB#2009-3137* *FIFTH THIRD BANK - FLR 2 NOT OCCUPIED BY BANK. THE NORTH LAW FIRM ON FLR 2 - 50% OF FLR 2 VAC.*  BP-12896 NEW SUBDIVISION 86 BM9011-  **99 REVIEW KM STORIES 1/2 DEL VAULT** 2003-99 UPDATE KN RMS 23/31 CEMENT BR/COMMON BR  *2006-03 UPDT PM AAV/AV LBG/LBA* DESKTP RVW 3/20/2009 SERIOA *09 VAB#2009-3137 AS N/C* *2011 QC REVIEW FJ CORR. SUBAREAS, STR.ELEMENTS & XFS* DESKTP RVW 9/12/2016 HABERMEHLS",1/19/2017 14:10,MayherP,73,Fred Jente,0,1,0,9/12/2016,105 Susanne Habermehl,1/13/2016,409.9618653,9115.809319
